epoch,train loss,valid loss,f1,auc
0,0.5024269105482647,0.466352508465449,0.0,0.5
1,0.497027748641167,0.46838775674502053,0.0,0.5
2,0.4960939472413245,0.46515516956647235,0.013459331932393931,0.5003621221539201
3,0.495441218994501,0.4696445854504903,3.130429338383759e-05,0.4999956161750148
4,0.49481169214002957,0.46655417879422506,0.0,0.5
5,0.4951070672228136,0.47082701404889427,0.0001874560649847692,0.5000021968220909
6,0.49457360002148243,0.4665982222557068,0.00017187231449508603,0.5000023530365834
7,0.49573236322812453,0.46843437393506365,0.001169489698201497,0.5000239613568892
8,0.4958406952387504,0.46478649576505027,0.0,0.5
9,0.49474037961877937,0.465008073647817,0.0,0.5
10,0.4945042636672049,0.46599892059961956,2.219657284915209e-05,0.49997249460255205
11,0.49487238980204096,0.47433807849884035,0.0,0.5
12,0.49444703968199155,0.4662604383627574,0.0,0.5
13,0.49338885442218705,0.4668708872795105,0.0004119375941269852,0.5000342201269529
14,0.4933443406724748,0.4636256615320841,0.0005907041815638117,0.5000266350172892
15,0.49257603668757066,0.46789477825164794,0.0009453553606298238,0.5000963272119676
16,0.49214940717202105,0.4645097287495931,0.0008877461624153168,0.5000846107692762
17,0.4918709780651194,0.4645558273792267,9.382036527395547e-05,0.4999909199210448
18,0.49194707607722465,0.4657400663693746,0.0008128429181060759,0.5001731436835063
19,0.4912522869141957,0.46121057907740276,0.00036637918285981324,0.5000487143491974
20,0.492031458907455,0.46361059466997784,0.0015982387044413025,0.5002725769826002
21,0.4908745734177473,0.46715571761131286,0.011980546625541587,0.5007468236508038
22,0.49081657701776227,0.46287877202033995,0.0015494360086724009,0.5002854126570753
23,0.49025955147870626,0.46277137597401935,0.0032762612751677796,0.5005127675057605
24,0.49001612588194493,0.46048175493876137,0.00683759888310088,0.5006234593994734
25,0.48947212998648637,0.4609978926181793,0.008255119408484928,0.5010383189349555
26,0.48889496512995423,0.4650221101442973,0.022312263679930333,0.5019549035090736
27,0.48857115044166116,0.4615315302213033,0.013855236555853584,0.5018001713935865
28,0.4883960731725656,0.4610774215062459,0.017943617903689174,0.5021279143294891
29,0.4879996440451564,0.46009283741315204,0.02094890894229135,0.5023510387579418
30,0.48765484556442,0.46068121592203776,0.006122546708970311,0.5007364258339203
31,0.4873652062912024,0.4607373519738515,0.010246106174559951,0.5015751705978607
32,0.48700880634648197,0.46087459365526834,0.021692471177506906,0.5026154699446582
33,0.4867085096717791,0.4579597926139832,0.01613396311147667,0.5024380977876945
34,0.48615758485011473,0.45946715315183,0.008486057436379814,0.5014803555483152
35,0.48555839738545525,0.4593905385335286,0.019234714336564984,0.5026908331270717
36,0.48549705055606274,0.4614263010025024,0.02001120765471498,0.5030303333750867
37,0.4859053125704518,0.4560707366466522,0.015459390227418967,0.5022652389410489
38,0.485861393729694,0.4614121508598328,0.03356673416042373,0.503987589967627
39,0.48540749508915965,0.45904703458150226,0.014733253468171994,0.5026546780802325
40,0.4847348696402921,0.45969250639279685,0.029335938267463786,0.5043812094676173
41,0.48495291190520495,0.45991958657900495,0.023695814933359684,0.503879056321591
42,0.48522089933621065,0.4601968749364217,0.04044094939177146,0.5046478480630496
43,0.48424438557779514,0.4570675214131673,0.018154395079570673,0.5029108152817796
44,0.4840100273376203,0.4631035828590393,0.03871274821746699,0.504386167983941
45,0.4833791100683103,0.4564407964547475,0.024428022350440087,0.5036465123171739
46,0.48352753786185315,0.4571625467141469,0.03234611886690901,0.5041717075027801
47,0.4833425926684423,0.4586885456244151,0.026223029605029227,0.5039966443565879
48,0.4830182392064852,0.45536104202270505,0.03325961852213279,0.5051389667075037
49,0.4828701713157974,0.4561947393417358,0.027329212556550724,0.5042838741395061
